;; -*- coding: utf-8 -*--
a-bi-guo-min-yin-hang 阿比国民银行
cheng-fa-xing-xin-di-jia-bao-jia 惩罚性辛迪加报价
cheng-gong-bao-xian-wang 成功保险网
cheng-gong-chuang-ye 成功创业
cheng-gong-fa-xing 成功发行
cheng-gong-jin-xing 成功进行
cheng-gong-shang-shi 成功上市
cheng-gong-shi-shi 成功实施
cheng-gong-ying-xiao 成功营销
cheng-gou-bao-xiao 承购包销
cheng-jiao 成交
cheng-jiao-fang-da 成交放大
cheng-jiao-huo-yue 成交活跃
cheng-jiao-jin-e 成交金额
cheng-jiao-liang 成交量
cheng-jiao-liang-pei-he 成交量配合
cheng-jiao-ri-qi 成交日期
cheng-jiao-wei-suo 成交萎缩
cheng-jiao-xi-wei 成交席位
cheng-jiu-jiang-wang 成就奖网
cheng-nuo-fei 承诺费
cheng-pin-ying-cai 诚聘英才
cheng-pin-you 成品油
cheng-qing-gong-gao 澄清公告
cheng-shang-sheng-qu-shi 呈上升趋势
cheng-shi-cuo-shang 诚实磋商
cheng-shi-shang-ye-yin-hang 城市商业银行
cheng-shi-xin-yong-she 城市信用社
cheng-shi-yin-hang 城市银行
cheng-shu-shi-chang 成熟市场
cheng-shu-xiao-ying 乘数效应
cheng-shu-zheng-quan 成熟证券
cheng-xiao 承销
cheng-xiao-e 承销额
cheng-xiao-fang-shi 承销方式
cheng-xiao-fei-yong 承销费用
cheng-xiao-huo-dong 承销活动
cheng-xiao-ji-gou 承销机构
cheng-xiao-ming-xian 成效明显
cheng-xiao-qi 承销期
cheng-xiao-shang 承销商
cheng-xiao-tuan 承销团
cheng-xiao-tuan-xie-yi 承销团协议
cheng-xiao-xie-yi 承销协议
cheng-xiao-xin-di-jia 承销辛迪加
cheng-xiao-zhe-kou 承销折扣
cheng-xin-ji-lu 诚信记录
cheng-xin-tian-xia 诚信天下
cheng-xin-tong 诚信通
cheng-xin-wang 诚信网
cheng-xu-fa-ze 程序法则
cheng-yuan-gong-si 成员公司
cheng-yuan-ji-gou 成员机构
cheng-zhang-kong-jian-ju-da 成长空间巨大
cheng-zhang-qian-li 成长潜力
cheng-zhang-xing 成长性
cheng-zhang-xing-hang-ye 成长型行业
cheng-zhang-xing-ji-jin 成长型基金
cheng-zhang-yu-qi 成长预期
cheng-zu-ren 承租人
chi-ben-dan 持本单
chi-bi 持币
chi-bi-dai-gou 持币待购
chi-bi-guan-wang 持币观望
chi-bi-jing-guan 持币静观
chi-bi-kong-cang 持币空仓
chi-cang 持仓
chi-cang-bu-dong 持仓不动
chi-cang-guo-ye 持仓过夜
chi-cang-shi-zhi 持仓市值
chi-cang-shu-liang 持仓数量
chi-fu 迟付
chi-gu-bi-li 持股比例
chi-gu-dong-shi 持股董事
chi-gu-gong-si 持股公司
chi-gu-qi-xian 持股期限
chi-gu-shang-xian 持股上限
chi-gu-shu-liang 持股数量
chi-jin 吃进
chi-jin 吃紧
chi-jin-shen-tai-du 持谨慎态度
chi-ka 持卡
chi-ka-ren 持卡人
chi-piao-ren 持票人
chi-xu-fen-hong 持续分红
chi-xu-fen-hong-neng-li 持续分红能力
chi-xu-gou-mai 持续购买
chi-xu-shang-sheng 持续上升
chi-xu-ti-sheng 持续提升
chi-xu-wei-suo 持续萎缩
chi-xu-xia-die 持续下跌
chi-xu-xing 持续性
chi-xu-xing-jing-jie-suan 持续性净结算
chi-xu-zeng-zhang 持续增长
chi-xu-zou-di 持续走低
chi-xu-zou-gao 持续走高
chi-xu-zou-qiang 持续走强
chi-you-dao-mai-chu-shi-shou-yi 持有到卖出时收益
chi-you-fei-yong 持有费用
chi-you-jia-zhi 持有价值
chi-you-ren 持有人
chi-you-shi-chang 持有市场
chi-you-shu-liang 持有数量
chi-zi 赤字
chi-zi-chou-zi 赤字筹资
chi-zi-rong-zi 赤字融资
chi-zi-zhi-chu 赤字支出
chong-fen-shi-fang 充分释放
chong-fen-xiang-shou 充分享受
chong-fen-zhai-quan 充分债券
chong-fen-zong-jie 充分总结
chong-fu-kai-hu 重复开户
chong-fu-kou-shui 重复扣税
chong-fu-pao-quan 重复跑圈
chong-gao 冲高
chong-gao-hui-luo 冲高回落
chong-gao-qian-li 冲高潜力
chong-gao-shou-zu 冲高受阻
chong-gu 重估
chong-ji-shi-chang 冲击市场
chong-qing-shang-bao-hui-rong-wang 重庆商报汇融网
chong-qing-yin-hang 重庆银行
chong-xiao 冲销
chong-xiao-jiao-yi 冲消交易
chong-xin-die-zhi 重新跌至
chong-xin-huo-yue 重新活跃
chong-xin-ji-xi-ri 重新计息日
chong-xin-kai-pan 重新开盘
chong-xin-shui-wu-deng-ji 重新税务登记
chong-xin-zhuan-xiang 重新转向
chong-zhu-ying-bi 重铸硬币
chong-zhuang-qi-quan 重装期权
chong-zu-gai-nian 重组概念
chong-zu-gu 重组股
chong-zu-huan-dui-jia 重组换对价
chong-zu-ji-hua 重组计划
chong-zu-li-du 重组力度
chong-zu-nan-du 重组难度
chong-zu-ti-cai 重组题材
chong-zu-zhuang-tai 重组状态
chou-ji 筹集
chou-ji-zi-ben 筹集资本
chou-ji-zi-jin 筹集资金
chou-jiang-huo-dong 抽奖活动
chou-ma 筹码
chou-ma-qing-xi 筹码清洗
chou-tou-zhuan-mai 抽头转卖
chou-zi 筹资
chou-zi-cheng-ben 筹资成本
chou-zi-jin-e 筹资金额
chou-zi-zong-e 筹资总额
chu-ban-ri-qi 出版日期
chu-bao-gao 出报告
chu-bei-cheng-shi-yin-hang 储备城市银行
chu-bei-huo-bi 储备货币
chu-bei-ji-zhong-ji-hua 储备集中计划
chu-bei-tou-cun 储备头寸
chu-bei-xiang-mu 储备项目
chu-bei-yin-hang 储备银行
chu-bu-cheng-xing 初步成型
chu-cang-ji-gou-bao-xian-ji-jin 储藏机构保险基金
chu-chao 出超
chu-chuang-gong-si 初创公司
chu-di-fan-tan 触底反弹
chu-fa-cuo-shi 处罚措施
chu-fa-li-du 处罚力度
chu-guo-huan-hui 出国换汇
chu-huo 出货
chu-huo-wan-bi 出货完毕
chu-ji-sheng-xiao-zhi-ling 触及生效指令
chu-jia-duo-shao 出价多少
chu-jia-gou-mai 出价购买
chu-jing 除净
chu-kou-bao-li 出口保理
chu-kou-bao-li-chan-pin 出口保理产品
chu-kou-bao-li-ye-wu 出口保理业务
chu-kou-gen-dan-tuo-shou 出口跟单托收
chu-kou-guang-piao-tuo-shou 出口光票托收
chu-kou-pei-e 出口配额
chu-kou-quan-yi-da 出口全益达
chu-kou-ren 出口人
chu-kou-shang 出口商
chu-kou-shang-ye-fa-piao-tie-xian 出口商业发票贴现
chu-kou-shi-chang 出口市场
chu-kou-shou-hui 出口收汇
chu-kou-tie-xian 出口贴现
chu-kou-xin-dai 出口信贷
chu-kou-xin-dai-bao-xian-zhi-du 出口信贷保险制度
chu-kou-xin-yong-bao-xian 出口信用保险
chu-kou-xin-yong-zheng 出口信用证
chu-kou-ya-hui 出口押汇
chu-kou-ye 出口业
chu-piao-ren 出票人
chu-qi-cao-zuo 初期操作
chu-qing 出清
chu-quan 除权
chu-quan-ri 除权日
chu-rang-fang 出让方
chu-shi-bao-zheng-jin 初始保证金
chu-shi-feng-mang 初试锋芒
chu-shi-gu-fen 初始股份
chu-shi-gui-mo 初始规模
chu-shi-liu-tong 初始流通
chu-shou 出手
chu-shou-fang 出售方
chu-shou-gu-fen 出售股份
chu-shou-gu-piao 出售股票
chu-shou-gu-quan 出售股权
chu-shou-gu-quan-bi-li 出售股权比例
chu-shou-ke-gong-si 出售壳公司
chu-shou-yi-yuan 出售意愿
chu-shou-zhi-ya-zheng-quan 出售质押证券
chu-shou-zi-chan 出售资产
chu-tai-xiang-guan-zheng-ce 出台相关政策
chu-tu-wen-wu 出土文物
chu-xi 除息
chu-xi-hui-yi 出席会议
chu-xi-qi 除息期
chu-xian-da-fu 出现大幅
chu-xian-fan-tan 出现反弹
chu-xian-guai-dian 出现拐点
chu-xian-huai-zhang 出现坏账
chu-xian-ming-xian 出现明显
chu-xian-pao-mo 出现泡沫
chu-xian-tiao-zheng 出现调整
chu-xian-xia-hua 出现下滑
chu-xian-xia-jiang 出现下降
chu-xu 储蓄
chu-xu-cun-dan 储蓄存单
chu-xu-dai-kuan-xie-hui 储蓄贷款协会
chu-xu-ka 储蓄卡
chu-xu-quan 储蓄券
chu-xu-yin-hang 储蓄银行
chu-xu-zhang-hu 储蓄账户
chu-yu-qing-suan 处于清算
chu-yu-qing-suan-huo-chong-zu-zhuang-tai 处于清算或重组状态
chu-yun-huo-wu 出运货物
chu-zheng 除证
chu-zi-e 出资额
chu-zi-gou-mai 出资购买
chu-zi-ren 出资人
chu-zu-ren 出租人
chu-zu-zhe-shou-yi-lv 出租者收益率
chuai-ce-zui-jia-shi-ji 揣测最佳时机
chuan-cai-zheng-quan 川财证券
chuan-mei-hang-ye 传媒行业
chuan-qing-diao-cha 船情调查
chuan-tong-dai-kuan 传统贷款
chuan-tong-dai-kuan-ye-wu 传统贷款业务
chuan-tong-ji-jin 传统基金
chuan-yan-cheng 传言称
chuan-zhen-xin-xi 传真信息
chuang-chu-xin-gao 创出新高
chuang-huan-cai-jing 创幻财经
chuang-kou-hang-ye 窗口行业
chuang-shi-ren-gu-piao 创始人股票
chuang-tou 创投
chuang-tou-gong-si 创投公司
chuang-xin-di 创新低
chuang-xin-gao 创新高
chuang-xin-jian-guan-bu 创新监管部
chuang-xin-lei 创新类
chuang-xin-lei-shi-dian-quan-shang 创新类试点券商
chuang-ye-ban 创业板
chuang-ye-da-sai 创业大赛
chuang-ye-huo-dong 创业活动
chuang-ye-ji-hua-shu 创业计划书
chuang-ye-ji-jin 创业基金
chuang-ye-jiao-yu 创业教育
chuang-ye-jie-duan 创业阶段
chuang-ye-ping-tai 创业平台
chuang-ye-shi-bai 创业失败
chuang-ye-tou-zi 创业投资
chuang-ye-tou-zi-gong-si 创业投资公司
chuang-ye-tuan-dui 创业团队
chuang-ye-wang 创业网
chuang-ye-xing-dong 创业行动
chuang-ye-zhi-fu-wang 创业致富网
chuang-ye-zhong 创业中
chuang-ye-zi-jin 创业资金
chuang-yuan-qi-huo 创元期货
chui-zhi-zheng-he 垂直整合
chun-fei-yong 纯费用
ci-ci-fa-xing 此次发行
ci-dai-wei-ji 次贷危机
ci-gao-chu-jia 次高出价
ci-ji-lei-dai-kuan 次级类贷款
ci-ji-zhai 次级债
ci-ji-zhai-quan 次级债券
ci-ji-zhai-shi-chang 次级债市场
ci-ji-zhai-wu 次级债务
ci-ji-zheng-quan 次级证券
ci-lei-shi-jian 此类事件
ci-ri-jiao-ge 次日交割
ci-xin-gu 次新股
cu-xiao-guang-gao 促销广告
cu-xiao-xuan-chuan 促销宣传
cui-jiao-shui-kuan 催缴税款
cui-ruo-shu-liang 脆弱数量
cui-shou 催收
cui-shou-dai-kuan 催收贷款
cui-shou-huo-kuan 催收货款
cui-shou-zhui-jiao 催收追缴
cun-ben-qu-xi 存本取息
cun-dai-kuan 存贷款
cun-dan 存单
cun-dan-shi-chang 存单市场
cun-dan-zhi-ya-dai-kuan 存单质押贷款
cun-ding-qi 存定期
cun-fang-chu 存放处
cun-fang-you-xian-gu 存放优先股
cun-guan-yin-hang 存管银行
cun-huo 存货
cun-huo-qi 存活期
cun-kuan-bao-xian 存款保险
cun-kuan-bao-xian-zhi-du 存款保险制度
cun-kuan-jian-shao 存款减少
cun-kuan-li-lv 存款利率
cun-kuan-li-xi 存款利息
cun-kuan-ren 存款人
cun-kuan-xin-tuo-gong-si 存款信托公司
cun-kuan-ye-wu 存款业务
cun-kuan-yin-hang 存款银行
cun-kuan-zeng-zhang 存款增长
cun-kuan-zhang-hu 存款账户
cun-kuan-zhun-bei-jin 存款准备金
cun-kuan-zhun-bei-jin-lv 存款准备金率
cun-kuan-zi-yuan 存款自愿
cun-liang-gu-fen 存量股份
cun-liang-zi-chan 存量资产
cun-zai-shi-zhen 存在失真
cun-zhe-da-yin-ji 存折打印机
cuo-wu-yu-yi-lou 错误与遗漏
da-bao-dai-kuan 打包贷款
da-bei-jing 大背景
da-bi-zi-jin 大笔资金
da-biao 达标
da-biao-yin-hang 达标银行
da-biao-yin-hang-zi-chan 达标银行资产
da-biao-zhe 达标者
da-bu-cheng-yi-zhi 达不成一致
da-bu-fen-dou-you 大部分都有
da-cha-jia 大差价
da-cheng 达成
da-cheng-chuang-xin-cheng-zhang 大成创新成长
da-cheng-gu-fen 大成股份
da-cheng-ji-ji-cheng-zhang 大成积极成长
da-cheng-ji-jin 大成基金
da-cheng-ji-jin-guan-li-you-xian-gong-si 大成基金管理有限公司
da-cheng-jia-zhi-zeng-zhang 大成价值增长
da-cheng-jiao-yi 达成交易
da-cheng-jing-xuan-zeng-zhi 大成精选增值
da-cheng-lan-chou-wen-jian 大成蓝筹稳健
da-cheng-sheng-ming-zhou-qi 大成生命周期
da-cheng-yi-zhi 达成一致
da-cheng-yi-zhi-yi-jian 达成一致意见
da-da-jiang-di 大大降低
da-dan-gu 大单股
da-dan-mai-chu 大单卖出
da-dan-mai-ru 大单买入
da-dan-tun-chi 大单吞吃
da-di 大底
da-dou-qi-huo 大豆期货
da-e-cun-dan 大额存单
da-e-jiao-yi-dan-wei 大额交易单位
da-e-jiao-yi-yuan 大额交易员
da-e-wei-tuo 大额委托
da-e-xian-jin 大额现金
da-e-zhe-rang 大额折让
da-e-zhuan-zhang 大额转账
da-fu-bo-dong 大幅波动
da-fu-di-kai 大幅低开
da-fu-dong-dang 大幅动荡
da-fu-du-shang-zhang 大幅度上涨
da-fu-du-ti-gao 大幅度提高
da-fu-fan-tan 大幅反弹
da-fu-fei-er-pu-si-gong-si 达夫菲尔普斯公司
da-fu-gao-kai 大幅高开
da-fu-jian-chi 大幅减持
da-fu-pian-li-chu-jia 大幅偏离出价
da-fu-shang-yang 大幅上扬
da-fu-shang-zhang 大幅上涨
da-fu-shi-fang 大幅释放
da-fu-ti-sheng 大幅提升
da-fu-tiao-shui 大幅跳水
da-fu-tiao-zheng 大幅调整
da-fu-tou-zi 大福投资
da-fu-xia-cuo 大幅下挫
da-fu-xia-die 大幅下跌
da-fu-xia-hua 大幅下滑
da-fu-xia-tiao 大幅下调
da-fu-zeng-zhang 大幅增长
da-fu-zhang-jia 大幅涨价
da-fu-zhe-jia-zhai-quan 大幅折价债券
da-ge-te 大哥特
da-hang-qing 大行情
da-he-yin-hang 大和银行
da-hua-yin-hang 大华银行
da-hui-ji-yao 大会纪要
da-jiang 大降
da-jiao-yi-suo 大交易所
da-jin-rong 大金融
da-lai-ka 大莱卡
da-li-tou-zi 大力投资
da-li-tui-jin 大力推进
da-lian-bao-ding 大连宝鼎
da-lian-huang-jin-zhu-bao-shi-chang 大连黄金珠宝市场
da-lian-li-cai-wang 大连理财网
da-liang-sheng-yu 大量剩余
da-liang-wai-hui 大量外汇
da-liang-yong-ru 大量涌入
da-lu-qi-huo 大陆期货
da-mai-ke 大迈克
da-mo 大摩
da-mo-tou-zi 大摩投资
da-niu-shi 大牛市
da-pan 大盘
da-pan-chu-xian 大盘出现
da-pan-dian-ping 大盘点评
da-pan-duan-xian 大盘短线
da-pan-fen-xi 大盘分析
da-pan-gu 大盘股
da-pan-lan-chou 大盘蓝筹
da-pan-lan-chou-gu 大盘蓝筹股
da-pan-shang-zhang 大盘上涨
da-pan-xia-die 大盘下跌
da-pan-yu-ce 大盘预测
da-pan-zong-shu 大盘综述
da-pei-bi-lv 搭配比率
da-po 打破
da-qi-zheng-dian 达起征点
da-ren-wu 大人物
da-shi-dai-tou-zi 大时代投资
da-shi-hui-tiao 大势回调
da-shou-chan-pin 搭售产品
da-suan-chi-you 打算持有
da-tiao-shui 大跳水
da-ting-gong-zuo-ren-yuan 大厅工作人员
da-ting-jiao-yi-yuan 大厅交易员
da-tong-man-ha-dun-yin-hang 大通曼哈顿银行
da-tong-qi-huo 大通期货
da-tong-yin-hang 大通银行
da-tong-zheng-quan 大通证券
da-tong-zheng-quan 大同证券
da-xi-yang-yin-hang 大西洋银行
da-xia-ji-chu 打下基础
da-xiang-jin-rong-wang 大象金融网
da-xiao-tiao 大萧条
da-xiao-zou-shi-tu 大小走势图
da-xie-jin-e 大写金额
da-xin-gu 打新股
da-ya-jia-ge 打压价格
da-yang-xian 大阳线
da-yin-dan 打印单
da-yin-hang 大银行
da-yin-xian 大阴线
da-ying-jia-cai-fu-wang 大赢家财富网
da-you-qi-huo 大有期货
da-zhi-hui 大智慧
da-zhi-yi-yang 大致一样
da-zhong-hua-gai-nian 大中华概念
da-zhong-li-cai-gu-wen 大众理财顾问
da-zhong-li-cai-wang 大众理财网
da-zhong-tou-zi 大众投资
da-zhong-xiao-zou-shi-tu 大中小走势图
da-zhong-xing-qi-ye 大中型企业
da-zhong-zheng-quan 大众证券
da-zhuan 打转
da-zi-jin 大资金
da-zong-jiao-yi 大宗交易
da-zong-jiao-yi-xi-tong 大宗交易系统
da-zong-shang-pin 大宗商品
dai-ban-gu-fen-zhuan-rang-xi-tong 代办股份转让系统
dai-bao 贷报
dai-biao-fu-hao 代表符号
dai-biao-xing-zheng-quan 代表性证券
dai-chu-zhe 贷出者
dai-chuang-chang-zhai-ji-jin 带窗偿债基金
dai-fang-chuan-piao 贷方传票
dai-fang-yu-e 贷方余额
dai-huai-zhang 呆坏账
dai-kai-gui-tai 代开柜台
dai-ke-jing-wai-li-cai 代客境外理财
dai-ke-jing-wai-li-cai-chan-pin 代客境外理财产品
dai-ke-jing-wai-li-cai-ye-wu 代客境外理财业务
dai-kuan-ben-jin 贷款本金
dai-kuan-ben-xi 贷款本息
dai-kuan-chan-pin 贷款产品
dai-kuan-dui-xiang 贷款对象
dai-kuan-fa-fang 贷款发放
dai-kuan-fang-an 贷款方案
dai-kuan-feng-xian 贷款风险
dai-kuan-fu-wu 贷款服务
dai-kuan-gei 贷款给
dai-kuan-gou-che 贷款购车
dai-kuan-gou-fang 贷款购房
dai-kuan-gou-mai 贷款购买
dai-kuan-guo-cheng 贷款过程
dai-kuan-ji-hua 贷款计划
dai-kuan-li-lv 贷款利率
dai-kuan-li-xi 贷款利息
dai-kuan-mai 贷款买
dai-kuan-mai-fang 贷款买房
dai-kuan-nan 贷款难
dai-kuan-qu-dao 贷款渠道
dai-kuan-ren 贷款人
dai-kuan-shen-qing 贷款申请
dai-kuan-tou-fang 贷款投放
dai-kuan-xian-zhi 贷款限制
dai-kuan-xiang-mu 贷款项目
dai-kuan-xie-yi 贷款协议
dai-kuan-xu-qiu 贷款需求
dai-kuan-zhan 贷款占
dai-kuan-zhi-chi 贷款支持
dai-kuan-zhong-lei 贷款种类
dai-kuan-zong-e 贷款总额
dai-lai-chong-ji 带来冲击
dai-li-bao-xian 代理保险
dai-li-fa-xing 代理发行
dai-li-qing-suan 代理清算
dai-li-ren 代理人
dai-li-ren-shou-quan-zhuang 代理人授权状
dai-li-rong-tong 代理融通
dai-li-shang 代理商
dai-li-yin-hang 代理银行
dai-li-zhi 代理制
dai-ling-ren 代领人
dai-ling-ren-xing-ming 代领人姓名
dai-pi-wen-shu 待批文书
dai-ping 待评
dai-ren-bao-jia 代人报价
dai-xiao 代销
dai-xiao-fu-wu 代销服务
dai-xiao-ji-gou 代销机构
dai-xiao-ye-wu 代销业务
dai-zheng-chu 代征处
dai-zhi-shi-chang 呆滞市场
dan-bao-cuo-shi 担保措施
dan-bao-dai-kuan 担保贷款
dan-bao-di-ya-zheng-quan 担保抵押证券
dan-bao-fa 担保法
dan-bao-fei 担保费
dan-bao-fu-kuan 担保付款
dan-bao-gong-si 担保公司
dan-bao-han 担保函
dan-bao-ji-gou 担保机构
dan-bao-jin 担保金
dan-bao-li-yi 担保利益
dan-bao-pin 担保品
dan-bao-ren 担保人
dan-bao-ren-wen-shu 担保人文书
dan-bao-zhai-quan 担保债券
dan-bao-zhang-hu 担保账户
dan-bao-zi-jin 担保资金
dan-bi 单币
dan-bi-ka 单币卡
dan-bi-zhi-chu 单笔支出
dan-bian-duo-tou 单边多头
dan-bian-shang-yang 单边上扬
dan-bian-shang-zhang 单边上涨
dan-bu-de-zai 但不得在
dan-cang 淡仓
dan-chu 淡出
dan-du-fu-dong 单独浮动
dan-fang-mian-zhi-ding 单方面制定
dan-fang-zhuan-yi 单方转移
dan-ge-ke-hu 单个客户
dan-gui-yin-hang-zhi 单轨银行制
dan-he-kua-zou-shi-tu 胆合跨走势图
dan-ju 单据
dan-ju-chu-li 单据处理
dan-li 单利
dan-ma-xi 淡马锡
dan-mu-biao 但目标
dan-ren-cao-zuo 单人操作
dan-ri-shang-zhang 单日上涨
dan-shi-jiang-lai 但是将来
dan-wei-ding-qi-cun-kuan 单位定期存款
dan-wei-huo-qi-cun-kuan 单位活期存款
dan-wei-jing-zhi 单位净值
dan-wei-shui-e 单位税额
dan-wei-tong-zhi-cun-kuan 单位通知存款
dan-wei-xie-ding-cun-kuan 单位协定存款
dan-wei-xin-tuo-ji-jin 单位信托基金
dan-xian-yu 但限于
dan-xiang-cheng-xiao-ye-wu 单项承销业务
dan-xiang-tou-zi 单项投资
dan-xuan 单选
dan-xuan-fu-ge-zhong-zou-shi-tu 单选复隔中走势图
dan-xuan-jian-ju-tu-zou-shi-tu 单选间距图走势图
dan-xuan-lin-gu-chuan-zou-shi-tu 单选邻孤传走势图
dan-xuan-re-wen-leng-zou-shi-tu 单选热温冷走势图
dan-xuan-zhong-xie-tiao-zou-shi-tu 单选重斜跳走势图
dan-yi-bao-xian-jin-yan-chi-nian-jin 单一保险金延迟年金
dan-yi-dui-chong-ji-jin 单一对冲基金
dan-yi-hui-lv-zhi 单一汇率制
dan-yi-jia-ge 单一价格
dan-yi-jing-ying-qi-ye 单一经营企业
dan-yi-qi-quan 单一期权
dan-yi-yin-hang-zhi 单一银行制
dan-yi-zu-he-qi-quan 单一组合期权
dan-zheng-xiang-fu 单证相符
dan-zui-zhong-hui 但最终会
dang-dai-jin-rong-jia 当代金融家
dang-dai-jing-li-ren 当代经理人
dang-ju-zhai-quan 当局债券
dang-nian-shou-yi 当年收益
dang-qi 当期
dang-qi-zhi-fu 当期支付
dang-qian-mian-zhi 当前面值
dang-qian-shi-zhi 当前市值
dang-shi-ren 当事人
dao-an-jia 到岸价
dao-du 导读
dao-gu-shi-shang 到股市上
dao-jin-nian 到今年
dao-li-lun 道理论
dao-qi 到期
dao-qi-fu-kuan 到期付款
dao-qi-huan-kuan-ri 到期还款日
dao-qi-li-xi 到期利息
dao-qi-qing-dan 到期清单
dao-qi-ri 到期日
dao-qi-wei-qu 到期未取
dao-qi-zhuan-qi 到期转期
dao-qiong-si 道琼斯
dao-qiong-si-gu-piao-jia-ge-ping-jun-shu 道琼斯股票价格平均数
dao-qiong-si-ping-jun-zhi-shu 道琼斯平均指数
dao-qu-nian 到去年
dao-qu-xian-jin 盗取现金
dao-shua 盗刷
dao-tian-ri-qi 倒填日期
dao-xian-guan-li-lun 导线管理论
dao-xiang-yin-hang 道享银行
dao-xing-fan-zhuan 岛形反转
dao-yong 盗用
dao-you-ju 到邮局
dao-you-ju-qu-kuan 到邮局取款
dao-zhang 到账
dao-zhi 道指
dao-zhi 导致
de-bang-zheng-quan 德邦证券
de-dao-geng-zheng 得到更正
de-dao-pi-zhun 得到批准
de-dao-shi-jie-gong-ren 得到世界公认
de-er-ta 德尔塔
de-guo-an-lian 德国安联
de-guo-ba-fa-li-ya-zhou-yin-hang 德国巴伐利亚州银行
de-guo-ma-ke 德国马克
de-guo-shang-ye-yin-hang 德国商业银行
de-guo-zhi-shu 德国指数
de-lei-si-dun-yin-hang 德累斯顿银行
de-lu 德鲁
de-shang-yin-hang 德商银行
de-sheng-an-xin-cheng-zhang 德盛安心成长
de-sheng-ji-jin-yan-jiu-zhong-xin 德胜基金研究中心
de-xin-wu-xian 德信无线
de-yi-que-ren 得以确认
de-yi-zhi-lian-bang-yin-hang 德意志联邦银行
de-yi-zhi-min-zhu-gong-he-guo-guo-jia-yin-hang 德意志民主共和国国家银行
de-yi-zhi-yin-hang 德意志银行
de-yu-jin-hao 德裕金号
deng-cai-liao 等材料
deng-dai-ji-hui 等待机会
deng-dai-shi-jian 等待时间
deng-e-pei-bi-ji-jin 等额配比基金
deng-fa-lv-wen-jian 等法律文件
deng-fang-shi 等方式
deng-hou-shi-jian 等候时间
deng-ji-bu-zu 登记不足
deng-ji-gou 等机构
deng-ji-jiao-gao 等级较高
deng-ji-ri 登记日
deng-ji-shou-li 登记受理
deng-ji-shou-xu 登记手续
deng-jia-jiao-huan 等价交换
deng-xiang-mu 等项目
deng-yi-chu 等益处
di-ba-tiao 第八条
di-bu 底部
di-bu-fan-ji 底部反击
di-bu-tao-li 抵补套利
di-bu-xin-hao 底部信号
di-chan-ban-kuai 地产板块
di-chan-gu 地产股
di-chan-tou-zi 地产投资
di-cheng-ben 低成本
di-cheng-ben-gu-dong 低成本股东
di-de-duo 低得多
di-dian 低点
di-dian-tao-hui 地点套汇
di-er-bo 第二波
di-er-he-huo-ren 第二合伙人
di-er-ji-du 第二季度
di-er-lian 第二联
di-fang-shi-zheng-zhai-quan 地方市政债券
di-fang-shi-zheng-zhai-quan-ji-jin 地方市政债券基金
di-fang-shi-zheng-zhai-quan-shu-ju-ji-gou 地方市政债券数据机构
di-fang-yin-hang 地方银行
di-fang-zheng-fu-zhai-quan 地方政府债券
di-gu-zhi 低估值
di-hui-bao 低回报
di-hui-bao-lv 低回报率
di-jia 低价
di-jia-gu 低价股
di-jia-jin-ru 低价进入
di-jia-mai-ru-wei-tuo 低价买入委托
di-jia-xiao-shou 低价销售
di-jian-fei-yong 递减费用
di-jiu-cheng-shi 第九城市
di-kai 低开
di-liang 地量
di-liang-jiao-yi 地量交易
di-liu-dong-xing-shi-chang 低流动性市场
