;; -*- coding: utf-8 -*--
a-ba-zhou-lin-ye-zhong-xin-yi-yuan 阿坝州林业中心医院
bao-ji-shi-di-er-ren-min-yi-yuan 宝鸡市第二人民医院
bao-ji-shi-wei-sheng-xue-xiao-jiao-xue-yi-yuan 宝鸡市卫生学校教学医院
bao-ji-shi-wo-long-si-yi-yuan 宝鸡市卧龙寺医院
bao-ji-shi-zhong-yi-yuan 宝鸡市中医院
bao-jing-xian-ren-min-yi-yuan 保靖县人民医院
bao-kang-men-zhen 保康门诊
bao-kang-xian-zhong-yi-yuan 保康县中医院
bao-kang-yi-yuan 宝康医院
bao-kang-zhen-suo 保康诊所
bao-ke-da-yi-yuan 宝科达医院
bao-lin-di-duan-yi-yuan 宝林地段医院
bao-lin-zhen-wei-sheng-yuan 宝林镇卫生院
bao-ping-yi-yuan 宝平医院
bao-qing-xian-ren-min-yi-yuan 宝清县人民医院
bao-qing-xian-zhong-yi-yuan 宝清县中医院
bao-quan-ling-yi-liao-ji-tuan-zhong-xin-yi-yuan 宝泉岭医疗集团中心医院
bao-quan-ling-zhong-xin-yi-yuan 宝泉岭中心医院
bao-quan-she-qu-wei-sheng-fu-wu-zhong-xin 宝泉社区卫生服务中心
bao-ren-zhong-yi-yuan 宝仁中医院
bao-shan-an-li-yi-yuan 保山安利医院
bao-shan-di-duan-yi-yuan 宝山地段医院
bao-shan-qu-chang-jiang-lu-di-duan-yi-yuan 宝山区长江路地段医院
bao-shan-qu-fu-you-bao-jian-suo 宝山区妇幼保健所
bao-shan-qu-jing-shen-wei-sheng-zhong-xin 宝山区精神卫生中心
bao-shan-qu-zhong-yi-yuan 宝山区中医院
bao-shan-shi-di-er-ren-min-yi-yuan 保山市第二人民医院
bao-shan-shi-long-yang-qu-han-ying-wei-sheng-yuan 保山市隆阳区汉营卫生院
bao-shan-shi-ren-min-yi-yuan 保山市人民医院
bao-shan-shi-zhong-yi-yi-yuan 保山市中医医院
bao-shan-wei-sheng-yuan 宝山卫生院
bao-shan-xian-dai-nv-zi-yi-yuan 保山现代女子医院
bao-shan-yang-guang-yi-yuan 保山阳光医院
bao-shan-yi-yuan 宝山医院
bao-shan-zhong-xin-yi-yuan 宝山中心医院
bao-sheng-tang 宝盛堂
bao-ta-qu-ren-min-yi-yuan 宝塔区人民医院
bao-ta-wei-sheng-yuan 宝塔卫生院
bao-ta-yi-yuan 宝塔医院
bao-tai-yi-yuan 宝泰医院
bao-tian-men-zhen 宝天门诊
bao-tian-yi-yuan 宝田医院
bao-tou-du-shi-fu-chan-yi-yuan 包头都市妇产医院
bao-tou-jiu-zhou-mi-niao-zhuan-ke-yi-yuan 包头九洲泌尿专科医院
bao-tou-shi-di-san-yi-yuan 包头市第三医院
bao-tou-shi-san-yi-yuan 包头市三医院
bao-tou-xian-dai-nv-zi-fu-chan-yi-yuan 包头现代女子妇产医院
bao-tou-yi-xue-yuan-di-er-fu-shu-yi-yuan 包头医学院第二附属医院
bao-tou-yi-xue-yuan-di-yi-fu-shu-yi-yuan 包头医学院第一附属医院
bao-tou-yi-xue-yuan-san-fu-yuan 包头医学院三附院
bao-tou-zhong-liu-yi-yuan 包头肿瘤医院
bao-xian-men-zhen 保险门诊
bao-xian-yi-yuan 保险医院
bao-xing-xian-ren-min-yi-yuan 宝兴县人民医院
bao-xue-yi-yuan 宝血医院
bao-ying-xian-fu-you-bao-jian-yuan 宝应县妇幼保健院
bao-ying-xian-yi-yuan 宝应县医院
bao-ying-xian-zhong-yi-yi-yuan 宝应县中医医院
bao-yuan-wei-yi-liao 鲍元伟医疗
bao-zhen-ren-min-yi-yuan 堡镇人民医院
bei-an-shi-di-er-ren-min-yi-yuan 北安市第二人民医院
bei-an-shi-di-yi-ren-min-yi-yuan 北安市第一人民医院
bei-an-yi-yuan 北安医院
bei-bei-qu-di-er-ren-min-yi-yuan 北碚区第二人民医院
bei-bei-qu-fu-you-bao-jian-yuan 北碚区妇幼保健院
bei-bei-qu-hong-shi-zi-yi-yuan 北碚区红十字医院
bei-bei-qu-zhong-yi-yuan 北碚区中医院
bei-bei-zhong-yi-yuan 北碚中医院
bei-bing-ying-yi-yuan 北兵营医院
bei-bu-xin-qu-ren-min-yi-yuan 北部新区人民医院
bei-bu-yi-yuan 北部医院
bei-cai-she-qu-wei-sheng-fu-wu-zhong-xin 北蔡社区卫生服务中心
bei-chen-qu-zhong-yi-yuan 北辰区中医院
bei-chen-yi-yuan 北辰医院
bei-chen-zhong-yi-yi-yuan 北辰中医医院
bei-cheng-qu-ren-min-yi-yuan 北城区人民医院
bei-cheng-yi-yuan 北城医院
bei-chuan-qiang-zu-zi-zhi-xian-ren-min-yi-yuan 北川羌族自治县人民医院
bei-cun-yi-yuan 北村医院
bei-da-di-liu-yi-yuan 北大第六医院
bei-da-di-yi-yi-yuan-fu-chan-er-tong-yi-yuan 北大第一医院妇产儿童医院
bei-da-kou-qiang-yi-yuan 北大口腔医院
bei-da-kou-qiang-yi-yuan-di-er-men-zhen-bu 北大口腔医院第二门诊部
bei-da-yi-yuan 北大医院
bei-da-yi-yuan-di-er-zhu-yuan-bu 北大医院第二住院部
bei-da-yi-yuan-di-er-zhu-yuan-bu-nan-men 北大医院第二住院部南门
bei-da-yi-yuan-di-yi-fu-chan-er-tong-yi-yuan 北大医院第一妇产儿童医院
bei-da-yi-yuan-nan-ke-zhong-xin 北大医院男科中心
bei-dai-he-yi-yuan 北戴河医院
bei-fang-gan-dan-yi-yuan 北方肝胆医院
bei-fang-nao-xue-guan-bing-yi-yuan 北方脑血管病医院
bei-fang-yi-yuan 北方医院
bei-fang-zhen-wei-sheng-yuan 北房镇卫生院
bei-fang-zhong-gong-ji-tuan-yi-yuan 北方重工集团医院
bei-feng-wo-yi-yuan 北蜂窝医院
bei-gang-yi-yuan 北钢医院
bei-gang-yi-yuan 北港医院
bei-guan-yi-yuan 北关医院
bei-guang-yi-yuan 北广医院
bei-hai-fu-tui-jun-ren-yi-yuan 北海复退军人医院
bei-hai-yi-yuan 北海医院
bei-hang-xiao-yi-yuan 北航校医院
bei-hua-da-xue-fu-shu-yi-yuan 北华大学附属医院
bei-jia-chi-ke 贝佳齿科
bei-jiang-yi-yuan 北江医院
bei-jiao-jing-shen-bing-yi-yuan 北郊精神病医院
bei-jiao-wei-sheng-yuan 北郊卫生院
bei-jiao-yi-yuan 北郊医院
bei-jiao-zhong-liu-yi-yuan 北郊肿瘤医院
bei-jie-zhen-suo 北街诊所
bei-jing-ai-si-ke-wai-ke 北京爱斯克外科
bei-jing-an-da-xin-nao-bing-yi-yuan 北京安达心脑病医院
bei-jing-an-ding-yi-yuan 北京安定医院
bei-jing-an-mo-yi-yuan 北京按摩医院
bei-jing-ao-mei-jia-nv-zi-yi-yuan 北京澳美佳女子医院
bei-jing-ao-shi-kou-qiang-men-zhen-bu 北京奥仕口腔门诊部
bei-jing-bai-shuai-zong-he-men-zhen-bu 北京百帅综合门诊部
bei-jing-bai-wan-zhong-yi-men-zhen-bu 北京百万中医门诊部
bei-jing-bei-fang-yi-yuan 北京北方医院
bei-jing-bei-fang-zhong-yi-men-zhen-bu 北京北方中医门诊部
bei-jing-bei-jiao-yi-yuan 北京北郊医院
bei-jing-bei-qu-kou-qiang-men-zhen-bu 北京北区口腔门诊部
bei-jing-bei-ya-gu-ke-yi-yuan 北京北亚骨科医院
bei-jing-bei-yuan-zhong-yi-men-zhen-bu 北京北苑中医门诊部
bei-jing-bo-ai-yi-yuan-xi-bing-qu 北京博爱医院西病区
bei-jing-bo-ya-zhong-yi-men-zhen-bu 北京博雅中医门诊部
bei-jing-cang-yan-zang-yi-zhen-suo 北京藏研藏医诊所
bei-jing-cao-kai-yong-zhong-yi-men-zhen-bu 北京曹开镛中医门诊部
bei-jing-chang-hong-yi-yuan 北京长虹医院
bei-jing-chang-ping-yong-an-men-zhen-bu 北京昌平永安门诊部
bei-jing-chang-qing-gang-chang-yi-yuan 北京长青肛肠医院
bei-jing-chao-yang-guang-hua-yi-yuan 北京朝阳光华医院
bei-jing-chao-yang-qu-da-tun-yi-yuan 北京朝阳区大屯医院
bei-jing-chao-yang-yi-yuan 北京朝阳医院
bei-jing-chen-ge-kou-qiang-zhen-suo 北京陈戈口腔诊所
bei-jing-cheng-jian-di-si-yi-yuan 北京城建第四医院
bei-jing-cheng-jian-lao-nian-bing-yi-yuan 北京城建老年病医院
bei-jing-cheng-jian-qi-jia-huo-zi-yi-yuan 北京城建祁家豁子医院
bei-jing-cheng-jian-zhong-xi-yi-jie-he-yi-yuan 北京城建中西医结合医院
bei-jing-cheng-lin-gu-ke-yi-yuan 北京成林骨科医院
bei-jing-chong-wen-guang-ming-yi-yuan 北京崇文光明医院
bei-jing-chong-wen-ying-ping-yi-yuan 北京崇文英平医院
bei-jing-ci-yun-si-zhong-yi-men-zhen 北京慈云寺中医门诊
bei-jing-da-tun-kou-qiang-men-zhen-bu 北京大屯口腔门诊部
bei-jing-da-xing-xing-he-gu-shang-yi-yuan 北京大兴兴和骨伤医院
bei-jing-da-xue-di-liu-yi-yuan 北京大学第六医院
bei-jing-da-xue-di-san-yi-yuan 北京大学第三医院
bei-jing-da-xue-di-san-yi-yuan-men-zhen-bu 北京大学第三医院门诊部
bei-jing-da-xue-di-yi-yi-yuan 北京大学第一医院
bei-jing-da-xue-di-yi-yi-yuan-fu-er-men-zhen 北京大学第一医院妇儿门诊
bei-jing-da-xue-hang-tian-lin-chuang-yi-xue-yuan 北京大学航天临床医学院
bei-jing-da-xue-ren-min-yi-yuan 北京大学人民医院
bei-jing-da-xue-shen-zhen-yi-yuan 北京大学深圳医院
bei-jing-da-xue-shou-gang-yi-yuan 北京大学首钢医院
bei-jing-da-xue-xiao-yi-yuan 北京大学校医院
bei-jing-da-xue-zhong-liu-yi-yuan 北京大学肿瘤医院
bei-jing-dang-dai-nv-zi-yi-yuan 北京当代女子医院
bei-jing-de-an-yi-yuan 北京德安医院
bei-jing-de-er-kang-ni-gu-ke-yi-yuan 北京德尔康尼骨科医院
bei-jing-de-kang-xing-lin-men-zhen 北京德康杏林门诊
bei-jing-di-an-men-zhong-yi-men-zhen-bu 北京地安门中医门诊部
bei-jing-di-liu-yi-yuan-bei-xin-qiao-yuan-qu 北京第六医院北新桥院区
bei-jing-di-tan-yi-yuan 北京地坛医院
bei-jing-dian-li-gong-cheng-gong-si-wei-sheng-suo 北京电力工程公司卫生所
bei-jing-dian-li-she-bei-zong-chang-zhi-gong-yi-yuan 北京电力设备总厂职工医院
bei-jing-dong-fang-bo-da-yi-yuan 北京东方博大医院
bei-jing-dong-fang-kang-mei-nv-zi-yi-yuan 北京东方康美女子医院
bei-jing-dong-nan-yi-liao-mei-rong-yi-yuan 北京东南医疗美容医院
bei-jing-dong-si-yi-yuan 北京东四医院
bei-jing-dou-shi-yang-guang-fu-ke 北京都市阳光妇科
bei-jing-en-ji-zhong-yi-yi-yuan 北京恩济中医医院
bei-jing-er-kang-yi-yuan 北京尔康医院
bei-jing-er-qi-che-liang-chang-yi-yuan 北京二七车辆厂医院
bei-jing-er-tong-yi-yuan 北京儿童医院
bei-jing-fang-yuan-kou-qiang-zhen-suo 北京方圆口腔诊所
bei-jing-feng-tai-ti-tan-zhong-yi-yuan 北京丰台体坛中医院
bei-jing-feng-tai-zhong-shan-yi-yuan 北京丰台中山医院
bei-jing-feng-yi-gang-chang-yi-yuan 北京丰益肛肠医院
bei-jing-fu-chan-yi-yuan 北京妇产医院
bei-jing-fu-chan-yi-yuan-fen-yuan 北京妇产医院分院
bei-jing-fu-chan-yi-yuan-fu-you-bao-jian-yuan 北京妇产医院妇幼保健院
bei-jing-fu-ren-yan-ke-yi-yuan 北京阜仁眼科医院
bei-jing-fu-xin-men-zhen-bu 北京福鑫门诊部
bei-jing-fu-zhuang-xue-yuan-wei-sheng-suo 北京服装学院卫生所
bei-jing-gao-rui-zhen-suo 北京高瑞诊所
bei-jing-gao-xin-yi-yuan 北京高新医院
bei-jing-gong-ye-da-xue-yi-yuan 北京工业大学医院
bei-jing-gu-sui-yan-yi-yuan 北京骨髓炎医院
bei-jing-guang-an-zhong-yi-men-zhen-bu 北京广安中医门诊部
bei-jing-guang-ci-yi-yuan 北京广慈医院
bei-jing-guang-ning-zhong-yi-men-zhen-bu 北京广宁中医门诊部
bei-jing-guang-zheng-ren-he-men-zhen-bu 北京广正仁和门诊部
bei-jing-guo-lin-men-zhen 北京国林门诊
bei-jing-guo-yi-tang-zhong-yi-yi-yuan 北京国医堂中医医院
bei-jing-hai-dian-shen-jing-shang-can-er-yi-yuan 北京海淀神经伤残儿医院
bei-jing-han-yi-tang-men-zhen-bu 北京汉医堂门诊部
bei-jing-hang-kong-hang-tian-da-xue-xiao-yi-yuan 北京航空航天大学校医院
bei-jing-hang-tian-zong-yi-yuan 北京航天总医院
bei-jing-he-gong-ye-yi-yuan 北京核工业医院
bei-jing-he-li-yi-yuan 北京合力医院
bei-jing-he-xie-yi-yuan 北京和谐医院
bei-jing-he-yi-xiao-chuan-yi-yuan 北京和义哮喘医院
bei-jing-heng-sheng-yi-yuan 北京恒生医院
bei-jing-hong-ji-men-zhen-bu 北京泓济门诊部
bei-jing-hong-shi-zi-xin-hua-yi-yuan 北京红十字新华医院
bei-jing-hou-yu-lan-zhong-yi-zhen-suo 北京侯玉兰中医诊所
bei-jing-hua-de-yan-ke-yi-yuan 北京华德眼科医院
bei-jing-hua-du-ya-tai-yan-ke-yi-yuan 北京华都亚太眼科医院
bei-jing-hua-gong-si-chang-zong-he-men-zhen-bu 北京化工四厂综合门诊部
bei-jing-hua-jun-zhong-yi-yi-yuan 北京华军中医医院
bei-jing-hua-shan-yi-yuan 北京华山医院
bei-jing-hua-tai-yi-yuan 北京华泰医院
bei-jing-hua-xing-yi-yuan 北京华兴医院
bei-jing-hua-yi-tang-zhong-yi-men-zhen-bu 北京华医堂中医门诊部
bei-jing-huang-shu-zhong-yi-yi-yuan 北京黄枢中医医院
bei-jing-hui-hai-yi-yuan 北京汇海医院
bei-jing-hui-lan-yi-yuan 北京惠兰医院
bei-jing-hui-lin-yi-yuan 北京汇林医院
bei-jing-hui-long-guan-yi-yuan-men-zhen 北京回龙观医院门诊
bei-jing-ji-chu-mei-zheng-xing-yi-yuan 北京基础美整形医院
bei-jing-ji-ci-ru-xian-yi-yuan 北京济慈乳腺医院
bei-jing-ji-hua-yi-yuan 北京济华医院
bei-jing-ji-ren-zhong-yi-gu-bing-yi-yuan 北京济仁中医骨病医院
bei-jing-ji-shui-tan-yi-yuan 北京积水潭医院
bei-jing-ji-zhong-tang-zhong-yi-zhuan-jia-men-zhen 北京济众堂中医专家门诊
bei-jing-jia-en-de-yun-yi-yuan 北京家恩德运医院
bei-jing-jia-shi-kou-qiang-men-zhen-bu 北京佳仕口腔门诊部
bei-jing-jian-chuan-yi-yuan 北京舰船医院
bei-jing-jian-chuan-yi-yuan-men-zhen-bu 北京舰船医院门诊部
bei-jing-jian-de-yi-yuan 北京健德医院
bei-jing-jian-guo-yi-yuan 北京建国医院
bei-jing-jiao-tong-yi-yuan 北京交通医院
bei-jing-jin-dian-tang-niao-bing-yi-yuan 北京金典糖尿病医院
bei-jing-jin-hua-gu-zhuan-ke-yi-yuan 北京金华骨专科医院
bei-jing-jin-qiao-zhong-xi-yi-jie-he-yi-yuan 北京金桥中西医结合医院
bei-jing-jing-an-tang-zhong-yi-men-zhen-bu 北京静安堂中医门诊部
bei-jing-jing-bei-yi-yuan 北京京北医院
bei-jing-jing-cheng-guo-zhong-yi-men-zhen-bu 北京京城国中医门诊部
bei-jing-jing-cheng-pi-fu-bing-yi-yuan 北京京城皮肤病医院
bei-jing-jing-guang-yi-yuan 北京京广医院
bei-jing-jing-hua-you-hao-yi-yuan 北京京华友好医院
bei-jing-jing-mei-ji-tuan-zong-yi-yuan 北京京煤集团总医院
bei-jing-jing-min-yi-yuan 北京京民医院
bei-jing-jing-ren-yi-yuan 北京京仁医院
bei-jing-jing-shun-yi-yuan 北京京顺医院
bei-jing-jing-tan-yi-yuan 北京京坛医院
bei-jing-jing-wei-kang-zhen-suo 北京京卫康诊所
bei-jing-jiu-long-kang-zhen-suo 北京九龙康诊所
bei-jing-jiu-xian-qiao-yi-yuan 北京酒仙桥医院
bei-jing-jun-jie-zhong-yi-yi-yuan 北京俊杰中医医院
bei-jing-jun-qu-zong-yi-yuan 北京军区总医院
bei-jing-kang-ge-zhuang-zhong-yi-men-zhen-bu 北京康各庄中医门诊部
bei-jing-kang-qiao-yi-yuan 北京康桥医院
bei-jing-kang-yi-de-yi-yuan 北京康益德医院
bei-jing-ke-ji-da-xue-xiao-yi-yuan 北京科技大学校医院
bei-jing-kou-qiang-yi-yuan 北京口腔医院
bei-jing-kou-qiang-yi-yuan-mi-yun-men-zhen-bu 北京口腔医院密云门诊部
bei-jing-kun-lun-yi-yuan 北京昆仑医院
bei-jing-lan-tian-yi-yuan 北京蓝天医院
bei-jing-lan-tian-yi-yuan-fu-shi-fen-yuan 北京蓝天医院阜石分院
bei-jing-lao-nian-yi-yuan 北京老年医院
bei-jing-li-gong-da-xue-xiao-yi-yuan 北京理工大学校医院
bei-jing-li-hua-men-zhen-bu 北京丽华门诊部
bei-jing-li-ming-yi-yuan 北京黎明医院
bei-jing-li-ren-kang-zhong-yi-men-zhen 北京利人康中医门诊
bei-jing-lian-jiao-hua-xue-chang-yi-yuan 北京炼焦化学厂医院
bei-jing-liang-guang-zhong-yi-yi-yuan 北京两广中医医院
bei-jing-lin-ye-da-xue-xiao-yi-yuan 北京林业大学校医院
bei-jing-ling-tong-guan-men-zhen-bu 北京灵通观门诊部
bei-jing-liu-jian-yi-yuan 北京六建医院
bei-jing-long-xi-yi-yuan 北京龙禧医院
bei-jing-luo-qin-zhong-yi-men-zhen-bu 北京罗琴中医门诊部
bei-jing-ma-li-fu-ying-yi-yuan 北京玛丽妇婴医院
bei-jing-mei-zhong-yi-he-fu-er-yi-yuan 北京美中宜和妇儿医院
bei-jing-mi-he-yan-ke-yi-yuan 北京米赫眼科医院
bei-jing-min-kang-yi-yuan 北京民康医院
bei-jing-min-zu-yi-yuan 北京民族医院
bei-jing-ming-shi-yi-yuan 北京名仕医院
bei-jing-ming-zhe-men-zhen-bu 北京明哲门诊部
bei-jing-mo-shi-kou-zhong-yi-yi-yuan 北京模式口中医医院
bei-jing-nan-qu-kou-qiang-yi-yuan 北京南区口腔医院
bei-jing-nan-yang-zhong-liu-yi-yuan 北京南洋肿瘤医院
bei-jing-pei-hua-yi-yuan 北京培华医院
bei-jing-pu-jing-yi-yuan 北京普京医院
bei-jing-pu-kang-zhong-yi-yi-yuan 北京普康中医医院
bei-jing-pu-ren-yi-yuan 北京普仁医院
bei-jing-pu-xiang-zhong-yi-zhong-liu-yi-yuan 北京普祥中医肿瘤医院
bei-jing-qi-xing-hua-dian-yi-yuan 北京七星华电医院
bei-jing-qian-hai-gu-gu-tou-yi-yuan 北京前海股骨头医院
bei-jing-qian-hai-yi-yuan 北京前海医院
bei-jing-qing-he-yi-yuan 北京清河医院
bei-jing-ren-he-tong-yi-yuan 北京仁和通医院
bei-jing-ren-he-yi-yuan 北京仁和医院
bei-jing-sai-kang-men-zhen-bu 北京赛康门诊部
bei-jing-san-bo-fu-xing-nao-ke-yi-yuan 北京三博复兴脑科医院
bei-jing-sha-he-zhong-xi-yi-jie-he-yi-yuan 北京沙河中西医结合医院
bei-jing-shan-jia-kou-qiang-men-zhen-bu 北京善佳口腔门诊部
bei-jing-sheng-ai-mi-niao-nan-ke-yi-yuan 北京圣爱秘尿男科医院
bei-jing-sheng-bao-luo-nan-zi-yi-yuan 北京圣保罗男子医院
bei-jing-sheng-di-er-tong-yi-yuan 北京圣地儿童医院
bei-jing-sheng-hua-zhong-yi-men-zhen-bu 北京圣华中医门诊部
bei-jing-sheng-kang-hua-yan-ke-yi-yuan 北京圣康华眼科医院
bei-jing-sheng-sheng-yi-yuan 北京生生医院
bei-jing-sheng-shi-gu-ke-yi-yuan 北京圣仕骨科医院
bei-jing-shi-ba-li-dian-dong-wu-yi-yuan 北京十八里店动物医院
bei-jing-shi-bo-ai-yi-yuan 北京市博爱医院
bei-jing-shi-can-ji-ren-kang-fu-zhong-xin 北京市残疾人康复中心
bei-jing-shi-chang-ping-qu-dong-xiao-kou-yi-yuan 北京市昌平区东小口医院
bei-jing-shi-chao-yang-qu-dong-feng-yi-yuan 北京市朝阳区东风医院
bei-jing-shi-chao-yang-qu-guan-zhuang-yi-yuan 北京市朝阳区管庄医院
bei-jing-shi-chao-yang-qu-he-ping-yi-yuan 北京市朝阳区和平医院
bei-jing-shi-chao-yang-qu-hua-gong-lu-yi-yuan 北京市朝阳区化工路医院
bei-jing-shi-chao-yang-qu-nan-mo-fang-yi-yuan 北京市朝阳区南磨房医院
bei-jing-shi-chong-wen-qu-di-er-ren-min-yi-yuan 北京市崇文区第二人民医院
bei-jing-shi-chong-wen-qu-fu-you-bao-jian-yuan 北京市崇文区妇幼保健院
bei-jing-shi-chong-wen-qu-jie-he-bing-fang-zhi-suo 北京市崇文区结核病防治所
bei-jing-shi-chong-wen-qu-kou-qiang-yi-yuan 北京市崇文区口腔医院
bei-jing-shi-dao-pei-yi-yuan 北京市道培医院
bei-jing-shi-di-er-yi-yuan 北京市第二医院
bei-jing-shi-di-liu-yi-yuan 北京市第六医院
bei-jing-shi-di-si-she-hui-fu-li-yuan 北京市第四社会福利院
bei-jing-shi-dong-cheng-qu-dong-wai-yi-yuan 北京市东城区东外医院
bei-jing-shi-dong-cheng-qu-kou-qiang-yi-yuan 北京市东城区口腔医院
bei-jing-shi-dong-cheng-yi-yuan 北京市东城医院
bei-jing-shi-dong-wu-zong-yi-yuan 北京市动物总医院
bei-jing-shi-fan-da-xue-xiao-yi-yuan 北京师范大学校医院
bei-jing-shi-fang-shan-qu-yan-shan-yi-yuan 北京市房山区燕山医院
bei-jing-shi-fang-shan-qu-zhong-yi-yi-yuan 北京市房山区中医医院
bei-jing-shi-feng-tai-qu-fu-you-bao-jian-yi-yuan 北京市丰台区妇幼保健医院
bei-jing-shi-feng-tai-qu-hua-xiang-yi-yuan 北京市丰台区花乡医院
bei-jing-shi-feng-tai-qu-pu-huang-yu-yi-yuan 北京市丰台区蒲黄榆医院
bei-jing-shi-feng-tai-qu-tie-ying-yi-yuan 北京市丰台区铁营医院
bei-jing-shi-feng-tai-qu-you-wai-yi-yuan 北京市丰台区右外医院
bei-jing-shi-gang-chang-yi-yuan 北京市肛肠医院
bei-jing-shi-gong-an-yi-yuan 北京市公安医院
bei-jing-shi-gong-an-yi-yuan-yan-qing-fen-yuan 北京市公安医院延庆分院
bei-jing-shi-gu-lou-zhong-yi-yuan 北京市鼓楼中医院
bei-jing-shi-hong-shi-zi-hui-he-ping-yi-yuan 北京市红十字会和平医院
bei-jing-shi-hong-shi-zi-xue-ye-zhong-xin 北京市红十字血液中心
bei-jing-shi-hui-min-yi-yuan 北京市回民医院
bei-jing-shi-ji-jiu-zhong-xin 北京市急救中心
bei-jing-shi-ji-tan-yi-yuan 北京世纪坛医院
bei-jing-shi-jian-zhu-gong-ren-yi-yuan 北京市建筑工人医院
bei-jing-shi-jie-he-bing-fang-zhi-suo 北京市结核病防治所
bei-jing-shi-jie-he-bing-kong-zhi-yan-jiu-suo 北京市结核病控制研究所
bei-jing-shi-jie-he-bing-yi-yuan 北京市结核病医院
bei-jing-shi-men-tou-gou-qu-long-quan-yi-yuan 北京市门头沟区龙泉医院
bei-jing-shi-men-tou-gou-qu-zhong-yi-yi-yuan 北京市门头沟区中医医院
bei-jing-shi-mi-yun-xian-bin-yang-yi-yuan 北京市密云县滨阳医院
bei-jing-shi-mu-cai-chang-zhi-gong-yi-yuan 北京市木材厂职工医院
bei-jing-shi-ren-min-yi-yuan 北京市人民医院
bei-jing-shi-san-huan-ying-he-yi-yuan 北京市三环英和医院
bei-jing-shi-she-hui-fu-li-yi-yuan 北京市社会福利医院
bei-jing-shi-she-qu-wei-sheng-fu-wu 北京市社区卫生服务
bei-jing-shi-she-qu-wei-sheng-fu-wu-zhan 北京市社区卫生服务站
bei-jing-shi-shi-jing-shan-yi-yuan 北京市石景山医院
bei-jing-shi-shun-yi-qu-yi-yuan 北京市顺义区医院
bei-jing-shi-tian-tang-he-yi-yuan 北京市天堂河医院
bei-jing-shi-tong-zhou-qu-lao-nian-bing-yi-yuan 北京市通州区老年病医院
bei-jing-shi-tong-zhou-qu-lu-he-yi-yuan 北京市通州区潞河医院
bei-jing-shi-wang-jing-yi-yuan 北京市望京医院
bei-jing-shi-xi-cheng-qu-yue-tan-yi-yuan 北京市西城区月坛医院
bei-jing-shi-xiao-zhuang-yi-yuan 北京市小庄医院
bei-jing-shi-xuan-wu-qu-da-shi-lan-yi-yuan 北京市宣武区大栅栏医院
bei-jing-shi-xuan-wu-qu-fu-you-bao-jian-yuan 北京市宣武区妇幼保健院
bei-jing-shi-xuan-wu-qu-guang-wai-yi-yuan 北京市宣武区广外医院
bei-jing-shi-xuan-wu-qu-jie-he-bing-fang-zhi-suo 北京市宣武区结核病防治所
bei-jing-shi-xuan-wu-qu-jing-shen-bing-yi-yuan 北京市宣武区精神病医院
bei-jing-shi-xuan-wu-qu-lao-nian-bing-yi-yuan 北京市宣武区老年病医院
bei-jing-shi-yan-du-yi-yuan 北京市燕都医院
bei-jing-shi-zheng-yi-yuan 北京市政医院
bei-jing-shi-zhong-nan-yi-yuan 北京市中南医院
bei-jing-shi-zhong-xi-yi-jie-he-yi-yuan 北京市中西医结合医院
bei-jing-shou-gang-zong-yi-yuan 北京首钢总医院
bei-jing-shou-you-zhong-xi-yi-jie-he-zhen-suo 北京守友中西医结合诊所
bei-jing-shu-guang-nan-ke-yi-yuan 北京曙光男科医院
bei-jing-shuang-jing-yi-yuan 北京双井医院
bei-jing-shui-li-yi-yuan 北京水利医院
bei-jing-shun-tian-de-zhong-yi-yi-yuan 北京顺天德中医医院
bei-jing-si-ji-kang-yi-yuan 北京四季康医院
bei-jing-tai-kang-yi-yuan 北京泰康医院
bei-jing-tai-shen-xiang-he-yi-yuan 北京太申祥和医院
bei-jing-ti-yu-da-xue-xiao-yi-yuan 北京体育大学校医院
bei-jing-tian-an-zhong-yi-yi-yuan 北京天安中医医院
bei-jing-tian-di-he-zhong-yi-yi-yuan 北京天地和中医医院
bei-jing-tian-le-yi-yuan 北京天乐医院
bei-jing-tian-lun-bu-yun-bu-yu-yi-yuan 北京天伦不孕不育医院
bei-jing-tian-qiao-yi-yuan 北京天桥医院
bei-jing-tian-tan-pu-hua-yi-yuan 北京天坛普华医院
bei-jing-tian-tan-yi-yuan 北京天坛医院
bei-jing-tian-tong-hui-ren-yi-yuan 北京天通汇仁医院
bei-jing-tian-tong-ren-he-yi-yuan 北京天通仁和医院
bei-jing-tian-yu-yi-yuan 北京天昱医院
bei-jing-tie-jian-yi-yuan 北京铁建医院
bei-jing-tie-lu-fen-ju-zhong-xin-yi-yuan 北京铁路分局中心医院
bei-jing-tong-an-gu-ke-yi-yuan 北京同安骨科医院
bei-jing-tong-ji-men-zhen-bu 北京同济门诊部
