;; -*- coding: utf-8 -*--
a-bei-er-bian-huan 阿贝尔变换
bian-yi-xi-shu 变异系数
bian-yuan 边缘
bian-yuan-fen-bu 边缘分布
bian-yuan-fen-bu-han-shu 边缘分布函数
bian-yuan-fen-bu-mi-du-han-shu 边缘分布密度函数
bian-yuan-ji 边缘集
bian-yuan-lian 边缘链
bian-yuan-mi-du 边缘密度
bian-yuan-si-ran-han-shu 边缘似然函数
bian-yuan-suan-zi 边缘算子
bian-yuan-tong-tai 边缘同态
bian-yuan-xing-shi 边缘形式
bian-yuan-ying-she 边缘映射
bian-yuan-yuan-su 边缘元素
bian-yuan-yun-suan 边缘运算
bian-zheng-fa 辩证法
bian-zhi-guan-xi 边值关系
bian-zhi-tiao-jian 边值条件
bian-zhi-wen-ti 边值问题
bian-zhuo-se 边着色
bian-zi-tu 边子图
biao-du-bian-huan-fa 标度变换法
biao-du-yin-zi 标度因子
biao-guan-gui-ji 表观轨迹
biao-guan-li 表观力
biao-hao 标号
biao-hao-tu 标号图
biao-ji-han-shu 标记函数
biao-jia 标架
biao-jia-cong 标架丛
biao-liang 标量
biao-liang-chang 标量场
biao-liang-cheng-fa 标量乘法
biao-liang-hua 标量化
biao-liang-ju-zhen 标量矩阵
biao-mian 表面
biao-mian-zeng-zhi-yin-zi-fang-fa 表面增殖因子方法
biao-qian 标签
biao-shi 表示
biao-shi-du 表示度
biao-shi-han-shu 表示函数
biao-shi-han-zi 表示函子
biao-shi-kong-jian 表示空间
biao-shi-lun 表示论
biao-shi-mo 表示模
biao-shi-tu 表示图
biao-shi-yu 表示域
biao-yin 标引
biao-zhi 表值
biao-zhi 标志
biao-zhi-bian-yi-du 标志变异度
biao-zhi-dian-guo-cheng 标值点过程
biao-zhun 标准
biao-zhun-bian-fen-fang-cheng 标准变分方程
biao-zhun-bian-fen-wen-ti 标准变分问题
biao-zhun-can-cha 标准残差
biao-zhun-cha 标准差
biao-zhun-dan-xiang-shi 标准单项式
biao-zhun-dan-xing 标准单形
biao-zhun-deng-ya-mian 标准等压面
biao-zhun-fang-cheng 标准方程
biao-zhun-fen-jie 标准分解
biao-zhun-fen-jie-shi 标准分解式
biao-zhun-fu-xing 标准复形
biao-zhun-gao 标准高
biao-zhun-guo-cheng 标准过程
biao-zhun-han-shu 标准函数
biao-zhun-heng-deng-shi 标准恒等式
biao-zhun-hua 标准化
biao-zhun-hua-zheng-tai-bian-liang 标准化正态变量
biao-zhun-hua-zheng-tai-fen-bu 标准化正态分布
biao-zhun-hui-gui-xi-shu 标准回归系数
biao-zhun-jie 标准解
biao-zhun-li-cha 标准离差
biao-zhun-man-tai-she 标准满态射
biao-zhun-mo-xing 标准模型
biao-zhun-tong-tai 标准同态
biao-zhun-tuo-pu 标准拓扑
biao-zhun-wei-fen-fang-cheng-zu 标准微分方程组
biao-zhun-wu-cha 标准误差
biao-zhun-xiang 标准象
biao-zhun-xing 标准型
biao-zhun-xing-dui-ce 标准型对策
biao-zhun-xing-wen-ti 标准形问题
biao-zhun-xu-lie 标准序列
biao-zhun-yang-ben 标准样本
biao-zhun-ying-she 标准映射
biao-zhun-yuan 标准元
biao-zhun-yun-dong-fang-cheng 标准运动方程
biao-zhun-zheng-jiao-hua 标准正交化
biao-zhun-zheng-jiao-hua-guo-cheng 标准正交化过程
biao-zhun-zheng-jiao-hua-ji 标准正交化基
biao-zhun-zheng-jiao-ji 标准正交基
biao-zhun-zheng-jiao-xing 标准正交性
biao-zhun-zheng-jiao-xu-lie 标准正交序列
biao-zhun-zheng-tai-fen-bu 标准正态分布
biao-zhun-zuo-biao 标准坐标
biao-zuo-ye-fa 表作业法
bing-ban-ge 并半格
bing-biao-shi 并表示
bing-bu-ke-yue-yuan 并不可约元
bing-hao 并号
bing-ji 并集
bing-ji-gong-li 并集公理
bing-lian-suan-fa 并联算法
bing-tai 病态
bing-tai-duo-xiang-shi 病态多项式
bing-tai-fang-cheng 病态方程
bing-tai-han-shu 病态函数
bing-tai-ju-zhen 病态矩阵
bing-tai-zhen 病态阵
bing-tu 饼图
bing-wu-qiong-fen-pei 并无穷分配
bing-xiang-liang 并向量
bing-xiang-liang-ji 并向量积
bing-xing-jin-wei 并行进位
bing-xing-yun-suan 并行运算
bing-yun-suan 并运算
bo-chang 波长
bo-dong-fang-cheng 波动方程
bo-dong-li-xue 波动力学
bo-en 玻恩
bo-en-sai-de-wen-ti 伯恩赛德问题
bo-en-si-tan-duo-xiang-shi 伯恩斯坦多项式
bo-er-cha-nuo-wei-er-si-te-la-si-ding-li 波尔察诺维尔斯特拉斯定理
bo-er-jin-hua 玻尔紧化
bo-er-si-fa 波饵似法
bo-er-zi-man 玻耳兹曼
bo-er-zi-man-chang-shu 玻耳兹曼常数
bo-er-zi-man-ding-lv 玻耳兹曼定律
bo-er-zi-man-fang-cheng 玻耳兹曼方程
bo-er-zi-man-tong-ji 玻耳兹曼统计
bo-er-zi-man-tong-ji-fa 玻耳兹曼统计法
bo-ge-fang-cheng 伯格方程
bo-ge-man-du-liang 伯格曼度量
bo-ge-man-kong-jian 伯格曼空间
bo-ge-man-suan-zi 伯格曼算子
bo-ha-mo-wei-fen-fang-cheng 波哈默微分方程
bo-han-shu 波函数
bo-he-na-ji-fen 博赫纳积分
bo-ji 薄集
bo-ke-huo-fu-cha-zhi 伯克霍夫插值
bo-ke-si 博克斯
bo-lai-er-ce-du 波莱尔测度
bo-lai-er-ji 波莱尔集
bo-lai-er-ke-ce-han-shu 波莱尔可测函数
bo-lai-er-ke-he-ji-shu 波莱尔可和级数
bo-lai-er-le-bei-ge-fu-gai-ding-li 波莱尔勒贝格覆盖定理
bo-lai-er-li-wai-zhi 波莱尔例外值
bo-lai-er-qun 波莱尔群
bo-lai-er-yu 波莱尔域
bo-lai-er-zi-qun 波莱尔子群
bo-lei-er-fen-ceng 博雷尔分层
bo-lei-er-ji 博雷尔集
bo-lei-er-ke-ce-han-shu 博雷尔可测函数
bo-lei-er-zi-qun 博雷尔子群
bo-li-ya-ji-shu-ding-li 波利亚计数定理
bo-nu-li-bu-deng-shi 伯努利不等式
bo-nu-li-die-dai-fa 伯努利迭代法
bo-nu-li-duo-xiang-shi 伯努利多项式
bo-nu-li-fa 伯努利法
bo-nu-li-fang-cheng 伯努利方程
bo-nu-li-fen-bu 伯努利分布
bo-nu-li-fen-ge 伯努利分割
bo-nu-li-shi-yan 伯努利试验
bo-nu-li-shu 伯努利数
bo-nu-li-shuang-niu-xian 伯努利双纽线
bo-nu-li-tui-yi 伯努利推移
bo-nu-li-wei-fen-fang-cheng 伯努利微分方程
bo-qian-ji 波前集
bo-si-si-tan-bu-deng-shi 伯思斯坦不等式
bo-si-si-tan-duo-xiang-shi 伯思斯坦多项式
bo-si-te-ni-ke-fu-xi 波斯特尼科夫系
bo-song 泊松
bo-song-bi 泊松比
bo-song-fang-cheng 泊松方程
bo-song-fen-bu 泊松分布
bo-song-gong-shi 泊松公式
bo-song-guo-cheng 泊松过程
bo-song-he 泊松核
bo-song-jie 泊松解
bo-song-kuo-hao 泊松括号
bo-song-li-qun 泊松李群
bo-song-qiu-he-gong-shi 泊松求和公式
bo-song-qiu-ji 泊松求积
bo-song-sui-ji-ce-du 泊松随机测度
bo-song-yun-dong 泊松运动
bo-yi 博弈
bo-yi-lun 博奕论
bo-zhuang-ti 波状体
bu-bian 不变
bu-bian-ce-du 不变测度
bu-bian-ce-du-wen-ti 不变测度问题
bu-bian-duo-xiang-shi 不变多项式
bu-bian-fen-bu-zu 不变分布族
bu-bian-gu-ji 不变估计
bu-bian-huan-mian 不变环面
bu-bian-ji 不变集
bu-bian-jian-ding 不变检定
bu-bian-jian-yan 不变检验
bu-bian-jue-ce-han-shu 不变决策函数
bu-bian-kai-tuo 不变开拓
bu-bian-li-zi-qun 不变李子群
bu-bian-liang 不变量
bu-bian-liang-li-lun 不变量理论
bu-bian-liu-xing 不变流形
bu-bian-ping-jun 不变平均
bu-bian-qian-ru 不变嵌入
bu-bian-shi 不变式
bu-bian-shi-jian 不变事件
bu-bian-shu 不变数
bu-bian-sui-ji-bian-liang 不变随机变量
bu-bian-tong-ji-liang 不变统计量
bu-bian-xing 不变性
bu-bian-xing-ding-li 不变性定理
bu-bian-yin-zi 不变因子
bu-bian-yin-zi-li-xiang 不变因子理想
bu-bian-yuan 不变元
bu-bian-yuan-li 不变原理
bu-bian-zhong-xin-liu-xing 不变中心流形
bu-bian-zi-dai-shu 不变子代数
bu-bian-zi-ji 不变子集
bu-bian-zi-kong-jian 不变子空间
bu-bian-zi-kong-jian-wen-ti 不变子空间问题
bu-bian-zi-qun 不变子群
bu-chang 补偿
bu-chang 步长
bu-chang-fa 补偿法
bu-chang-han-shu 补偿函数
bu-chang-qi 补偿器
bu-chang-zhi-biao 步长指标
bu-chong-duo-chong-xiang-liang 补充多重向量
bu-chong-leng-zhui 补充棱锥
bu-chong-si-mian-ti 补充四面体
bu-cun-zai-xing 不存在性
bu-cuo 捕错
bu-deng-bian-san-jiao-xing 不等边三角形
bu-deng-fang-cheng 不等方程
bu-deng-hao 不等号
bu-deng-shi 不等式
bu-ding 不定
bu-ding-chang 不定常
bu-ding-chang-die-dai 不定常迭代
bu-ding-chang-fang-fa 不定常方法
bu-ding-du 不定度
bu-ding-er-ci-xing 不定二次型
bu-ding-fang-cheng 不定方程
bu-ding-fang-cheng-zu 不定方程组
bu-ding-ji-fen 不定积分
bu-ding-ju-zhen 不定矩阵
bu-ding-nei-ji-kong-jian 不定内积空间
bu-ding-shi 不定式
bu-ding-suan-zi 不定算子
bu-ding-xing-shi 不定形式
bu-dong-dian 不动点
bu-dong-dian-ding-li 不动点定理
bu-dong-dian-fa 不动点法
bu-dong-dian-wen-ti 不动点问题
bu-dong-dian-zhi-shu 不动点指数
bu-er-dai-shu 布尔代数
bu-er-duo-xiang-shi 布尔多项式
bu-er-fang-cheng 布尔方程
bu-er-fang-fa 布尔方法
bu-er-ge 布尔格
bu-er-gui-hua 布尔规划
bu-er-han-shu 布尔函数
bu-er-huan 布尔环
bu-er-ji 布尔积
bu-er-kong-jian 布尔空间
bu-er-mi 布尔幂
bu-er-xiang-liang 布尔向量
bu-er-yun-suan 布尔运算
bu-er-zui-you-hua 布尔最优化
bu-fang-hui-chou-yang 不放回抽样
bu-fen-ban-sui-suan-zi 部分伴随算子
bu-fen-cheng-ji 部分乘积
bu-fen-deng-ju-suan-zi 部分等距算子
bu-fen-di-gui-ge-shi 部分递归格式
bu-fen-di-gui-han-shu 部分递归函数
bu-fen-fen-shi 部分分式
bu-fen-fen-shu 部分分数
bu-fen-han-shu 部分函数
bu-fen-han-zi 部分函子
bu-fen-he 部分和
bu-fen-he-lie 部分和列
bu-fen-hun-qu 部分混区
bu-fen-ji 部分积
bu-fen-jie-mian 部分截面
bu-fen-jin-wei 部分进位
bu-fen-tu 部分图
bu-fen-xin-xi 部分信息
bu-fen-ya-tuo-yuan 部分亚椭圆
bu-fen-ying-she 部分映射
bu-fen-zhu-yuan 部分主元
bu-fen-zhu-yuan-xiao-yuan 部分主元消元
bu-fen-zi-tu 部分子图
bu-fu-he 不符合
bu-gui-ze-san-jiao-xing 不规则三角形
bu-gui-ze-si-bian-xing 不规则四边形
bu-he-li-ji-he 不合理集合
bu-huo-tu-fa-ma 捕获突发码
bu-ji 补集
bu-jiao 补角
bu-jin-gen 不尽根
bu-jin-gen-shu 不尽根数
bu-jing-mi 不精密
bu-ju 布局
bu-jue-ce 步决策
bu-jun-yun-xing 不均匀性
bu-ke-bi 不可比
bu-ke-bian-yuan 不可辨元
bu-ke-ce-ji 不可测集
bu-ke-cheng-liang-xing 不可称量性
bu-ke-da-bian-jie-dian 不可达边界点
bu-ke-da-ji-shu 不可达基数
bu-ke-da-shu 不可达数
bu-ke-da-xu-shu 不可达序数
bu-ke-da-yuan-su 不可达元素
bu-ke-ding-xiang-liu-xing 不可定向流形
bu-ke-ding-xiang-qu-mian 不可定向曲面
bu-ke-ding-xiang-zhou-xian 不可定向周线
bu-ke-fen-ci-shu 不可分次数
bu-ke-fen-duo-xiang-shi 不可分多项式
bu-ke-fen-jie-ge 不可分解格
bu-ke-fen-jie-mo 不可分解模
bu-ke-fen-jie-mo-biao-shi 不可分解模表示
bu-ke-fen-kuo-zhang 不可分扩张
bu-ke-fen-tai-she 不可分态射
bu-ke-fen-tong-zhong 不可分同种
bu-ke-fen-yuan 不可分元
bu-ke-guan-ce-zi-kong-jian 不可观测子空间
bu-ke-jia-xing 不可加性
bu-ke-jian-xi-qu 不可兼析取
bu-ke-jie-fang-cheng 不可解方程
bu-ke-jie-xing 不可解性
bu-ke-jie-yu 不可解域
bu-ke-jue-xi-shu 不可决系数
bu-ke-neng-shi-jian 不可能事件
bu-ke-neng-xing-zheng-ming 不可能性证明
bu-ke-ni-guo-cheng 不可逆过程
bu-ke-ni-xing 不可逆性
bu-ke-pan-ding-li-lun 不可判定理论
bu-ke-pan-ding-xing 不可判定性
bu-ke-pan-ding-xing-ding-li 不可判定性定理
bu-ke-shu-ji 不可数集
bu-ke-shu-xing 不可数性
bu-ke-shu-xu-shu 不可数序数
bu-ke-tong-yue-liang 不可通约量
bu-ke-tong-yue-xian-duan 不可通约线段
bu-ke-wei-gui-hua 不可微规划
bu-ke-wei-zui-you-hua 不可微最优化
bu-ke-ya-suo-qu-mian 不可压缩曲面
bu-ke-yue 不可约
bu-ke-yue-biao-shi 不可约表示
bu-ke-yue-dai-shu-cu 不可约代数簇
bu-ke-yue-dai-shu-dui-ying 不可约代数对应
bu-ke-yue-duo-xiang-shi 不可约多项式
bu-ke-yue-er-ci-xing-shi 不可约二次形式
bu-ke-yue-fang-cheng 不可约方程
bu-ke-yue-fen-shu 不可约分数
bu-ke-yue-fen-zhi 不可约分支
bu-ke-yue-gai-xing 不可约概形
bu-ke-yue-ji 不可约集
bu-ke-yue-jia-dang-ju-zhen 不可约嘉当矩阵
bu-ke-yue-lian 不可约链
bu-ke-yue-ma-er-ke-fu-lian 不可约马尔可夫链
bu-ke-yue-mo 不可约模
bu-ke-yue-qing-xing 不可约情形
bu-ke-yue-qu-xian 不可约曲线
bu-ke-yue-sheng-cheng-ji 不可约生成集
bu-ke-yue-te-zhen 不可约特贞
bu-ke-yue-xing-dian 不可约性点
bu-ke-yue-xing-pan-bie-zhun-ze 不可约性判别准则
bu-ke-yue-yin-zi 不可约因子
bu-ke-yue-ying-she 不可约映射
bu-ke-yue-yuan 不可约元
bu-ke-yue-zhang-liang-suan-fu 不可约张量算符
bu-ke-yue-zhen 不可约阵
bu-ke-yue-zheng-ming 不可约证明
bu-ke-yue-zu-cheng-cheng-fen 不可约组成成分
bu-ke-zheng-ming-xing 不可证明性
bu-kong-jian 补空间
bu-la-ge-qu-xian 布喇格曲线
bu-la-shi-ke-cheng-ji 布拉施克乘积
bu-lang-pian 布朗片
bu-lang-qiao 布朗桥
bu-lang-yun-dong 布朗运动
bu-lao-feng-er-bu-dong-dian-ding-li 布劳丰尔不动点定理
bu-lao-wei-er-dai-shu 布劳威尔代数
bu-lao-wei-er-qun 布劳韦尔群
bu-lian-tong-ji 不连通集
bu-lian-tong-kong-jian 不连通空间
bu-lian-tong-tu 不连通图
bu-lian-tong-xing 不连通性
bu-lian-xu 不连续
bu-lian-xu-bian-huan-qun 不连续变换群
bu-lian-xu-bian-liang 不连续变量
bu-lian-xu-dian 不连续点
bu-lian-xu-ji 不连续集
bu-lian-xu-qu-jian 不连续区间
bu-lian-xu-qun 不连续群
bu-lian-xu-xian 不连续线
bu-lian-xu-xiang 不连续项
bu-lu-a-fen-jie 布鲁阿分解
bu-luo-he-chang-shu 布洛赫常数
bu-luo-he-han-shu 布洛赫函数
bu-luo-he-kong-jian 布洛赫空间
bu-lv-a-fen-jie 布吕阿分解
bu-mei-ji-xian 不梅极限
bu-mei-jin-ji 不梅紧集
bu-mei-jin-xing 不梅紧性
bu-mei-shou-lian 不梅收敛
bu-ming-shu 不名数
bu-mo 补模
bu-mo-shu 补模数
bu-neng-chu-jin 不能除尽
bu-neng-tong-yue 不能通约
bu-ping-heng-yun-shu-wen-ti 不平衡运输问题
bu-ping-heng-zhi-pai-wen-ti 不平衡指派问题
bu-ping-wen-sui-ji-guo-cheng 不平稳随机过程
bu-qi-xing 不齐性
bu-que-ding-jue-ce 不确定决策
bu-que-ding-xing 不确定性
bu-que-ding-xing-xi-tong 不确定性系统
bu-que-ding-xing-zi-dong-ji 不确定性自动机
bu-rao-er-qun 布饶尔群
bu-shi-ding-wen-ti 不适定问题
bu-si-man-fang-cheng 布斯曼方程
bu-tong-lei-xiang 不同类项
bu-tu 补图
bu-wan-quan-duo-xiang-shi 不完全多项式
bu-wan-quan-fang-cheng 不完全方程
bu-wan-quan-gui-na-fa 不完全归纳法
bu-wan-quan-han-shu 不完全函数
bu-wan-quan-qu-zu-she-ji 不完全区组设计
bu-wan-quan-xing 不完全性
bu-wan-quan-xing-ding-li 不完全性定理
bu-wan-quan-yu 不完全域
bu-wan-quan-yue-shu 不完全约束
bu-wan-zheng-yue-shu 不完整约束
bu-wen-ding 不稳定
bu-wen-ding-chang-shu 不稳定常数
bu-wen-ding-jie 不稳定解
bu-wen-ding-xing 不稳定性
bu-wen-ding-zhuang-tai 不稳定状态
bu-xi-lv-bo-qi 布西滤波器
bu-xi-nei-si-ke-fang-cheng 布西内斯克方程
bu-xian 补弦
bu-xiang-chen 不相称
bu-xiang-guan 不相关
bu-xiang-guan-sui-ji-bian-liang 不相关随机变量
bu-xiang-guan-xi-shu 不相关系数
bu-xiang-guan-yang-ben 不相关样本
bu-xiang-jiao 不相交
bu-xiang-jiao-bing-ji 不相交并集
bu-xiang-jiao-guan-xi 不相交关系
bu-xiang-jiao-ji 不相交集
bu-xiang-jiao-yuan-su 不相交元素
bu-xiang-rong-fang-cheng 不相容方程
bu-xiang-rong-gu-ji-liang 不相容估计量
bu-xiang-rong-shi-jian 不相容事件
bu-xiang-rong-xing 不相容性
bu-xiang-rong-xing-shi-xi-tong 不相容形式系统
bu-yi-zhi-xing 不一致性
bu-yu-lv 补余律
bu-yuan 补元
bu-zhi-wen-ti 布置问题
bu-zi-kong-jian 补子空间
bu-zi-mo 补子模
bu-zu-dao 不足道
bu-zu-dao-ji 不足道集
ca-chu 擦除
ca-qu 擦去
cai-xiang 猜想
can-bian-shu 参变数
can-cha 残差
can-cha-he 残差和
can-cha-ping-fang-he 残差平方和
can-cha-tu 残差图
can-kao-tuo-qiu 参考椭球
can-kao-zhen 参考帧
can-mo-kong-jian 参模空间
can-pu 残谱
can-shu 参数
can-shu 残数
can-shu-bian-huan 参数变换
can-shu-biao-shi 参数表示
can-shu-cu 参数簇
can-shu-ding-li 残数定理
can-shu-fang-cheng 参数方程
can-shu-gu-ji 参数估计
can-shu-gui-hua 参数规划
can-shu-hua-fa 参数化法
can-shu-ji-fen 参数积分
can-shu-ji-suan 残数计算
can-shu-jia-she 参数假设
can-shu-jian-yan 参数检验
can-shu-kong-jian 参数空间
can-shu-mo-xing 参数模型
can-shu-qu-lv 参数曲率
can-shu-qu-mian 参数曲面
can-shu-qu-xian 参数曲线
can-shu-qun 参数群
can-shu-xian-xing-gui-hua 参数线性规划
can-shu-xue 参数学
can-shu-zui-you-hua 参数最优化
can-shu-zui-you-jie 参数最优解
can-yu-zhe 参预者
cao-zuo 操作
ce-bu-zhun-yuan-li 测不准原理
ce-di-can-shu 测地参数
ce-di-ju 测地距
ce-di-liu 测地流
ce-di-nao-lv 测地挠率
ce-di-pian-cha 测地偏差
ce-di-qu-lv 测地曲率
ce-di-xian 测地线
ce-di-xian-huan-lu 测地线环路
ce-di-xue 测地学
ce-di-zuo-biao 测地坐标
ce-du 测度
ce-du-juan-ji 测度卷积
ce-du-kong-jian 测度空间
ce-du-lun 测度论
ce-du-zhi-ji 测度支集
ce-jiao-shu 测角术
ce-ju-yi 测距仪
ce-liang 测量
ce-liang-wu-cha 测量误差
ce-lue 策略
ce-lue-bian-liang 策略变量
ce-lue-deng-jia-xing 策略等价性
ce-lue-die-dai-fa 策略迭代法
ce-lue-duo-jiao-xing 策略多角形
ce-lue-gai-jin 策略改进
ce-lue-gai-jin-die-dai 策略改进迭代
ce-lue-ji 策略集
ce-lue-jue-ce 策略决策
ce-lue-kong-jian 策略空间
ce-lue-mo-xing 策略模型
ce-mei-luo 策梅洛
ce-mei-luo-fu-lan-ke-er-ji-he-lun 策梅洛弗兰克尔集合论
ce-mian 侧面
ce-mian-ji 侧面积
ce-mian-ji-xue 测面积学
ce-shi-dian 测试点
ce-shi-han-shu 测试函数
ce-shi-tu 侧视图
ceng-hua 层化
ceng-kong-jian 层空间
ceng-li-lun 层理论
ceng-lin-yu 层邻域
ceng-liu-pian-liu 层流片流
ceng-tai-she 层态射
ceng-tong-gou 层同构
ceng-tong-tai 层同态
ceng-tuo-pu 层拓扑
cha-bie 差别
cha-cuo-bao-hu 差错保护
cha-cuo-chuan-bo 差错传播
cha-cuo-fang-cheng 差错方程
cha-cuo-jian-ce-ma 差错检测码
cha-cuo-jiao-yan 差错校验
cha-cuo-jiao-zheng 差错校正
cha-cuo-kong-jian 差错空间
cha-cuo-kong-zhi 差错控制
cha-cuo-lv 差错率
cha-cuo-xiang-liang 差错向量
cha-cuo-xu-lie 差错序列
cha-dai-shu 差代数
cha-fen 差分
cha-fen-bi-jin 差分逼近
cha-fen-bian-zhi-wen-ti 差分边值问题
cha-fen-biao 差分表
cha-fen-fa 差分法
cha-fen-fang-cheng 差分方程
cha-fen-ge-shi 差分格式
cha-fen-jiao-zheng 差分矫正
cha-fen-meng-te-ka-luo-fang-fa 差分蒙特卡罗方法
cha-fen-suan-zi 差分算子
cha-fen-wei-fen-fang-cheng 差分微分方程
cha-fen-xu-lie 差分序列
cha-fen-yan-suan 差分演算
cha-ji 叉积
cha-ji 差集
cha-ji 差积
cha-kong-fa 插空法
cha-qun 差群
cha-shang 差商
cha-shu-xu-lie 差数序列
cha-tong-tai 叉同态
cha-yi 差异
cha-yi-shang-lian 差异上链
cha-yi-xian-zhu-xing-jian-yan 差异显著性检验
cha-yun-suan 差运算
cha-zhi 插值
cha-zhi-bi-jin 插值逼近
cha-zhi-duo-xiang-shi 插值多项式
cha-zhi-fa 插值法
cha-zhi-fang-fa 插值方法
cha-zhi-gong-shi 插值公式
cha-zhi-han-shu 插值函数
cha-zhi-jie-dian 插值节点
cha-zhi-jie-dian 插值结点
cha-zhi-kong-jian 插值空间
cha-zhi-ou 插值偶
cha-zhi-qiu-ji-gong-shi 插值求积公式
cha-zhi-tiao-jian 插值条件
cha-zhi-wen-ti 插值问题
cha-zhi-wu-cha 插值误差
cha-zhi-xing-zhi 插值性质
cha-zhi-yu-xiang 插值余项
cha-zhi-yue-shu-bi-jin 插值约束逼近
chai-xie 拆卸
chan-fang-feng-xian 产方风险
chang-biao-shi 常表示
chang-cha-fen-fang-cheng 常差分方程
chang-chu-fa 长除法
chang-du 长度
chang-du-dan-wei 长度单位
chang-duan-fu-yuan-nei-bai-xian 长短辐圆内摆线
chang-duan-fu-yuan-nei-xuan-lun-xian 长短辐圆内旋轮线
chang-duan-fu-yuan-wai-bai-xian 长短辐圆外摆线
chang-duan-fu-yuan-wai-xuan-lun-xian 长短辐圆外旋轮线
chang-fan-lian 常返链
chang-fan-zhuang-tai 常返状态
chang-fang-feng-xian 厂方风险
chang-fang-ti 长方体
chang-fang-xing 长方形
chang-fen-bu 常分布
chang-feng-tai-fen-bu 常峰态分布
chang-fu-xuan-lun-xian 长辐旋轮线
chang-he-dui-ce 常和对策
chang-jian-han-shu 常见函数
chang-liang 常量
chang-liang-bian-cha 常量变差
chang-liang-yu 常量域
chang-ling-xing 长菱形
chang-lun 场论
chang-qi-fang-cheng 长期方程
chang-qi-qu-shi 长期趋势
chang-qu-lv-kong-jian 常曲率空间
chang-qu-lv-qu-mian 常曲率曲面
chang-shi-fa 尝试法
chang-shu 常数
chang-shu-bian-yi-fa 常数变易法
chang-shu-ceng 常数层
chang-shu-han-zi 常数函子
chang-shu-ji-shu 常数计数
chang-shu-ji-shu-yuan-li 常数计数原理
chang-shu-xiang 常数项
chang-shu-yu 常数域
chang-shu-zhi-mo 常数秩模
chang-tuo-qiu 长椭球
chang-wei-fen-fang-cheng 常微分方程
chang-wei-fen-fang-cheng-shu-zhi-jie 常微分方程数值解
chang-wei-fen-fang-cheng-zu 常微分方程组
chang-wei-fen-suan-zi 常微分算子
chang-xi-shu 常系数
chang-xi-shu-xian-xing-wei-fen-fang-cheng 常系数线性微分方程
chang-xiang 常项
chang-yong-dui-shu 常用对数
chang-yuan 场源
chang-zhi-han-shu 常值函数
chang-zhi-ying-she 常值映射
chang-zhou 长轴
chao-a-bei-er-han-shu 超阿贝耳函数
chao-ba-mian-ti-qun 超八面体群
chao-ba-mian-ti-tu 超八面体图
chao-chu-xi-shu 超出系数
chao-dai-shu-liao 超代数廖
chao-dan-chun 超单纯
chao-ding-wen-ti 超定问题
chao-ding-zu 超定组
chao-du 超渡
chao-du-liang-kong-jian 超度量空间
chao-er-ci-qu-mian 超二次曲面
chao-fu-shu 超复数
chao-gong-e 超共轭
chao-guang-yi-han-shu 超广义函数
chao-guo-han-shu 超过函数
chao-han-shu 超函数
chao-huan-mian 超环面
chao-ji 超集
chao-ji-he-fen-bu 超几何分布
chao-ji-he-han-shu 超几何函数
chao-ji-he-ji-shu 超几何级数
chao-ji-he-wei-fen-fang-cheng 超几何微分方程
chao-ji-he-xue 超几何学
chao-jia-mi 超加密
chao-jia-xing 超加性
chao-jia-xing-fan-han 超加性泛函
chao-jia-xing-ji-han-shu 超加性集函数
chao-jin-kong-jian 超紧空间
chao-ju-zhen 超矩阵
chao-jun-han-shu 超均函数
chao-ke-jie-qun 超可解群
chao-kong-jian 超空间
chao-li-xiang 超理想
chao-lv-zi 超滤子
chao-lv-zi-ji 超滤子基
chao-mi-qie 超密切
chao-mi-qie-er-ci-qu-xian 超密切二次曲线
chao-pao-wu 超抛物
chao-ping-mian 超平面
chao-ping-mian-jie-mian 超平面截面
chao-ping-mian-shu 超平面束
chao-ping-mian-zuo-biao 超平面坐标
chao-ping-xing-ti 超平行体
chao-qi-tuo-yuan-qu-xian 超奇椭圆曲线
chao-qi-yue-hua 超奇约化
chao-qian-ji-ben-jie 超前基本解
chao-qian-jiao 超前角
chao-qian-wei-shi 超前位势
chao-qie-xiang-liang 超切向量
chao-qiong-gui-na-ding-yi 超穷归纳定义
chao-qiong-gui-na-fa 超穷归纳法
chao-qiong-ji-shu 超穷基数
